,sueldo_basico,categoria,ausencias,cantidad_hijos,sueldo
11475,78100,C,1,1,81350
11476,52500,C,1,0,55000
11477,57500,A,2,0,58800
11478,84900,C,0,2,88970
11479,49000,B,2,3,53250
11480,72500,A,2,2,75300
11481,72700,B,1,2,76200
11482,50900,A,1,1,52950
11483,58900,C,2,2,62900
11484,80100,A,0,3,83720
11485,19900,A,0,1,22020
11486,57900,C,0,2,61970
11487,64300,B,2,1,67050
11488,37600,C,1,0,40100
11489,79300,A,1,1,81350
11490,12400,C,2,1,15650
11491,38800,A,1,0,40100
11492,38100,B,2,1,40850
11493,42000,A,1,1,44050
11494,64200,C,1,1,67450
11495,13000,A,1,3,16550
11496,62300,A,2,0,63600
11497,45600,A,0,3,49220
11498,61300,B,1,1,64050
11499,55800,C,1,1,59050
11500,48900,C,2,0,51400
11501,51000,A,0,1,53120
11502,42400,C,0,3,47220
11503,71600,C,2,2,75600
11504,23700,C,0,2,27770
11505,69500,C,2,0,72000
11506,58400,B,0,3,62720
11507,74800,C,0,2,78870
11508,23400,A,1,1,25450
11509,16700,B,2,0,18700
11510,51400,A,0,0,52770
11511,61600,A,1,2,64400
11512,30200,C,1,3,34950
11513,33100,A,1,2,35900
11514,70300,A,1,0,71600
11515,87800,C,2,2,91800
11516,53900,C,1,3,58650
11517,51200,C,1,3,55950
11518,53800,A,1,0,55100
11519,89200,C,1,1,92450
11520,74000,B,1,2,77500
11521,20800,A,0,1,22920
11522,49900,B,2,2,53400
11523,84100,B,0,0,86170
11524,75300,A,0,3,78920
11525,85900,C,2,2,89900
11526,44900,A,2,0,46200
11527,35000,B,1,3,39250
11528,14100,B,1,1,16850
11529,70400,A,1,0,71700
11530,44200,C,0,3,49020
11531,45700,C,1,2,49700
11532,11300,A,0,3,14920
11533,72400,A,1,0,73700
11534,35300,B,0,1,38120
11535,24400,C,0,2,28470
11536,38500,B,0,3,42820
11537,10000,B,0,3,14320
11538,60800,C,0,3,65620
11539,64600,C,1,0,67100
11540,45000,C,1,2,49000
11541,31700,B,1,3,35950
11542,85600,B,2,2,89100
11543,39600,C,0,1,42920
11544,81500,C,0,1,84820
11545,55100,A,2,3,58650
11546,10500,B,1,0,12500
11547,72500,B,0,3,76820
11548,60600,C,0,3,65420
11549,35300,B,0,0,37370
11550,11100,C,2,1,14350
11551,12200,B,0,2,15770
11552,74900,B,2,0,76900
11553,57100,C,0,0,59670
11554,17100,B,1,1,19850
11555,43500,A,2,1,45550
11556,21600,A,1,1,23650
11557,37600,B,1,3,41850
11558,52500,A,0,3,56120
11559,14700,A,2,3,18250
11560,32500,A,0,2,35370
11561,64400,C,1,3,69150
11562,80900,B,1,1,83650
11563,61300,B,2,0,63300
11564,19900,A,1,1,21950
11565,57600,C,0,2,61670
11566,78800,A,0,3,82420
11567,45300,A,0,2,48170
11568,80600,C,2,0,83100
11569,46100,B,0,0,48170
11570,25800,A,2,1,27850
11571,26500,C,1,0,29000
11572,36600,A,0,0,37970
11573,55400,A,1,1,57450
11574,58200,B,2,2,61700
11575,65900,C,2,3,70650
11576,72600,B,0,2,76170
11577,76600,B,1,0,78600
11578,63900,C,2,3,68650
11579,84400,C,0,3,89220
11580,60000,C,0,3,64820
11581,25500,A,0,3,29120
11582,15400,C,0,0,17970
11583,80700,A,1,1,82750
11584,76100,C,1,0,78600
11585,59800,C,0,3,64620
11586,22800,C,2,3,27550
11587,44100,C,1,1,47350
11588,62700,A,0,1,64820
11589,68300,A,2,1,70350
11590,22100,B,1,3,26350
11591,87700,A,0,0,89070
11592,64900,C,2,2,68900
11593,83300,A,2,1,85350
11594,63500,A,0,1,65620
11595,66700,A,0,0,68070
11596,67600,A,0,3,71220
11597,46600,C,0,3,51420
11598,15400,C,1,1,18650
11599,13600,B,2,3,17850
11600,34600,A,2,0,35900
11601,55500,B,1,1,58250
11602,47700,B,1,2,51200
11603,39000,C,0,2,43070
11604,37500,C,0,3,42320
11605,43500,C,2,1,46750
11606,47000,B,1,0,49000
11607,67400,B,1,1,70150
11608,21900,B,1,1,24650
11609,48100,C,1,0,50600
11610,83100,A,2,3,86650
11611,45800,A,2,1,47850
11612,47500,A,1,3,51050
11613,66900,A,1,2,69700
11614,22100,A,2,1,24150
11615,23400,A,2,1,25450
11616,37700,A,2,2,40500
11617,55300,C,0,1,58620
11618,14100,B,0,2,17670
11619,77600,C,0,0,80170
11620,85700,B,2,3,89950
11621,22800,C,1,3,27550
11622,44400,C,0,0,46970
11623,69600,A,1,1,71650
11624,56700,C,2,3,61450
11625,84900,A,1,0,86200
11626,67300,B,0,1,70120
11627,73800,A,2,2,76600
11628,29400,C,1,1,32650
11629,17500,C,2,3,22250
11630,35500,A,0,1,37620
11631,85500,B,1,1,88250
11632,26300,B,2,3,30550
11633,77300,B,1,0,79300
11634,35000,A,2,1,37050
11635,86900,C,2,2,90900
11636,44600,B,2,3,48850
11637,48700,A,0,3,52320
11638,16400,B,1,2,19900
11639,69000,C,2,3,73750
11640,46900,C,2,1,50150
11641,55400,C,0,0,57970
11642,76400,B,1,2,79900
11643,86500,A,1,0,87800
11644,88300,B,1,2,91800
11645,21500,B,0,0,23570
11646,75200,C,0,2,79270
11647,60000,A,1,2,62800
11648,60400,C,0,1,63720
11649,88000,A,1,0,89300
11650,65400,A,2,1,67450
11651,17300,C,2,3,22050
11652,44800,A,0,0,46170
11653,52800,A,1,0,54100
11654,70600,A,1,2,73400
11655,49000,C,1,0,51500
11656,69800,B,1,3,74050
11657,64700,B,0,3,69020
11658,35500,C,2,2,39500
11659,59600,B,1,2,63100
11660,31700,A,1,3,35250
11661,45700,A,1,2,48500
11662,17100,C,1,1,20350
11663,15400,C,1,0,17900
11664,39500,C,1,3,44250
11665,63300,A,2,2,66100
11666,13000,C,0,2,17070
11667,15400,A,0,3,19020
11668,51000,B,0,2,54570
11669,61300,B,1,3,65550
11670,17100,C,1,3,21850
11671,65200,B,1,3,69450
11672,28600,A,2,0,29900
11673,61400,B,2,0,63400
11674,25000,B,2,1,27750
11675,53000,C,2,1,56250
11676,54000,B,1,0,56000
11677,15600,C,0,1,18920
11678,83900,C,2,0,86400
11679,41300,C,0,3,46120
11680,17700,B,1,1,20450
11681,40600,B,0,3,44920
11682,24800,C,0,2,28870
11683,72800,C,0,1,76120
11684,26700,C,0,2,30770
11685,52700,B,1,0,54700
11686,25500,C,2,2,29500
11687,28100,B,1,1,30850
11688,60800,C,1,0,63300
11689,78100,B,0,3,82420
11690,75900,B,0,2,79470
11691,14800,C,1,1,18050
11692,49500,B,0,1,52320
11693,38400,A,0,2,41270
11694,83600,B,2,3,87850
11695,71200,C,1,0,73700
11696,47600,B,2,0,49600
11697,57200,C,2,3,61950
11698,32800,C,1,2,36800
11699,61700,C,1,2,65700
11700,62500,C,1,0,65000
11701,23400,B,0,2,26970
11702,86600,B,1,2,90100
11703,17600,B,0,0,19670
11704,79000,A,2,1,81050
11705,85700,C,0,1,89020
11706,18100,A,1,3,21650
11707,79600,A,2,1,81650
11708,83700,B,2,3,87950
11709,43500,A,1,3,47050
11710,63800,C,1,0,66300
11711,12300,B,0,2,15870
11712,74800,B,2,1,77550
11713,12700,C,1,1,15950
11714,24800,C,0,3,29620
11715,40800,A,0,0,42170
11716,29400,C,1,1,32650
11717,70300,C,1,1,73550
11718,10000,B,1,2,13500
11719,15100,B,0,0,17170
11720,88000,C,2,3,92750
11721,41000,A,2,3,44550
11722,79500,C,1,2,83500
11723,20700,B,2,1,23450
11724,50100,B,1,0,52100
11725,34000,B,0,3,38320
11726,69400,A,1,2,72200
11727,22400,A,1,3,25950
11728,51700,A,0,1,53820
11729,85200,C,2,2,89200
11730,39600,A,2,0,40900
11731,87100,C,2,2,91100
11732,87900,C,1,0,90400
11733,36000,A,0,3,39620
11734,53900,B,0,1,56720
11735,47900,B,2,3,52150
11736,74000,C,0,3,78820
11737,63300,A,1,0,64600
11738,48600,A,0,0,49970
11739,14900,B,0,2,18470
11740,19100,C,1,2,23100
11741,19200,A,1,0,20500
11742,11400,C,1,2,15400
11743,22500,C,1,0,25000
11744,16900,A,0,2,19770
11745,15700,A,0,3,19320
11746,19500,C,0,3,24320
11747,23900,A,1,0,25200
11748,80100,B,2,2,83600
11749,72900,A,0,0,74270
11750,59300,B,2,1,62050
11751,62600,C,1,3,67350
11752,10300,B,2,1,13050
11753,37100,B,0,2,40670
11754,58200,B,2,2,61700
11755,75200,A,1,2,78000
11756,48300,C,2,2,52300
11757,52300,B,0,2,55870
11758,87200,A,1,2,90000
11759,38100,B,0,2,41670
11760,63500,B,0,2,67070
11761,44000,B,2,1,46750
11762,35300,B,1,3,39550
11763,60700,C,1,3,65450
11764,14300,A,1,3,17850
11765,43100,B,2,0,45100
11766,31700,C,0,2,35770
11767,63400,C,2,1,66650
11768,30800,A,2,0,32100
11769,28000,C,1,2,32000
11770,76000,B,0,1,78820
11771,22100,C,0,3,26920
11772,52600,B,2,2,56100
11773,66000,C,2,0,68500
11774,74200,C,2,3,78950
11775,71500,C,1,1,74750
11776,49000,C,2,3,53750
11777,45100,C,1,3,49850
11778,84400,A,1,3,87950
11779,53200,A,2,3,56750
11780,54200,C,1,3,58950
11781,26200,B,0,0,28270
11782,10400,C,2,1,13650
11783,88400,C,2,0,90900
11784,45600,A,2,1,47650
11785,49000,C,2,1,52250
11786,62200,B,2,0,64200
11787,44200,B,0,1,47020
11788,87100,A,1,2,89900
11789,24900,B,2,2,28400
11790,13700,B,0,0,15770
11791,37600,A,1,1,39650
11792,60000,B,0,2,63570
11793,80400,B,0,3,84720
11794,84500,C,0,1,87820
11795,40400,A,1,0,41700
11796,33100,B,2,3,37350
11797,55000,B,2,0,57000
11798,27500,A,0,3,31120
11799,19900,A,1,3,23450
11800,34000,A,1,0,35300
11801,62900,A,1,1,64950
11802,42300,C,2,1,45550
11803,77100,A,1,1,79150
11804,45900,A,2,1,47950
11805,20500,C,1,3,25250
11806,78000,A,0,2,80870
11807,21000,B,1,1,23750
11808,56000,B,0,0,58070
11809,34300,A,1,3,37850
11810,77100,B,1,0,79100
11811,32400,C,2,1,35650
11812,77600,C,2,3,82350
11813,67700,A,2,1,69750
11814,66700,A,0,0,68070
11815,86900,A,2,3,90450
11816,36000,C,1,2,40000
11817,81900,C,1,2,85900
11818,43900,C,0,3,48720
11819,72100,C,0,3,76920
11820,41000,B,1,2,44500
11821,58800,A,2,3,62350
11822,76700,A,2,3,80250
11823,20700,B,1,1,23450
11824,52100,A,1,2,54900
11825,79300,B,0,3,83620
11826,72400,A,0,0,73770
11827,88300,A,2,2,91100
11828,88600,C,1,2,92600
11829,17100,C,0,0,19670
11830,67600,B,1,3,71850
11831,49100,B,1,2,52600
11832,17200,A,2,0,18500
11833,32800,B,2,0,34800
11834,20800,C,1,0,23300
11835,44100,B,2,0,46100
11836,78600,A,2,3,82150
11837,29800,B,0,0,31870
11838,42300,A,1,3,45850
11839,84200,B,2,2,87700
11840,56900,B,2,0,58900
11841,36100,A,2,2,38900
11842,13000,C,2,2,17000
11843,41100,B,0,2,44670
11844,86600,C,0,1,89920
11845,20800,B,1,3,25050
11846,12500,C,1,2,16500
11847,89400,A,2,1,91450
11848,37900,C,1,2,41900
11849,57400,A,2,1,59450
11850,67300,B,2,0,69300
11851,78600,B,2,1,81350
11852,33400,A,2,2,36200
11853,83600,B,0,0,85670
11854,44800,C,2,1,48050
11855,57500,B,1,0,59500
11856,49100,C,2,1,52350
11857,84600,A,1,1,86650
11858,62800,C,0,3,67620
11859,68000,C,0,1,71320
11860,54500,A,2,3,58050
11861,20700,C,2,3,25450
11862,69900,B,0,0,71970
11863,78200,B,1,2,81700
11864,50600,A,0,0,51970
11865,37900,B,0,1,40720
11866,55700,A,2,1,57750
11867,29000,A,2,3,32550
11868,45500,B,1,3,49750
11869,81300,B,1,1,84050
11870,76300,C,1,1,79550
11871,69600,A,0,0,70970
11872,13800,B,0,1,16620
11873,63200,A,1,1,65250
11874,69700,B,0,1,72520
11875,85700,B,2,2,89200
11876,18300,C,1,3,23050
11877,82300,C,0,3,87120
11878,21500,B,2,3,25750
11879,47000,C,2,2,51000
11880,48700,C,2,0,51200
11881,18400,B,2,1,21150
11882,86700,C,2,1,89950
11883,52300,B,2,0,54300
11884,88900,C,2,1,92150
11885,11900,C,1,0,14400
11886,17200,A,2,0,18500
11887,48300,B,2,1,51050
11888,52800,B,0,0,54870
11889,17400,C,0,3,22220
11890,63500,A,0,2,66370
11891,87000,C,1,2,91000
11892,36700,C,0,0,39270
11893,89200,A,1,3,92750
11894,51800,B,2,1,54550
11895,61700,C,0,1,65020
11896,28900,C,2,1,32150
11897,60300,C,0,3,65120
11898,61300,C,0,3,66120
11899,12600,A,2,2,15400
11900,11800,C,2,2,15800
11901,15500,B,0,3,19820
11902,40100,B,2,2,43600
11903,18600,B,1,1,21350
11904,57900,A,2,2,60700
11905,59900,C,1,1,63150
11906,58600,B,1,2,62100
11907,86200,A,0,3,89820
11908,18500,B,1,3,22750
11909,23600,B,0,3,27920
11910,11200,B,1,1,13950
11911,18000,C,2,0,20500
11912,74100,B,2,1,76850
11913,31200,C,1,0,33700
11914,65800,B,2,3,70050
11915,44300,B,1,0,46300
11916,87200,C,2,0,89700
11917,79100,C,2,0,81600
11918,23900,C,2,1,27150
11919,63600,B,2,3,67850
11920,73800,C,0,2,77870
11921,61400,C,1,2,65400
11922,14200,B,1,0,16200
11923,23300,A,1,1,25350
11924,12300,C,1,0,14800
11925,28400,B,2,1,31150
11926,29700,B,2,2,33200
11927,34800,B,2,0,36800
11928,54300,B,1,1,57050
11929,53000,B,2,3,57250
11930,39100,A,0,2,41970
11931,38600,A,0,1,40720
11932,43700,C,0,2,47770
11933,15000,B,0,2,18570
11934,76500,C,2,3,81250
11935,63100,A,0,3,66720
11936,67200,A,2,3,70750
11937,45700,B,1,3,49950
11938,28200,A,1,0,29500
11939,74500,C,2,2,78500
11940,73600,A,0,2,76470
11941,81800,B,1,0,83800
11942,58100,C,2,2,62100
11943,45100,B,1,3,49350
11944,33800,B,0,0,35870
11945,54600,B,2,1,57350
11946,28200,A,2,3,31750
11947,55900,A,1,2,58700
11948,26400,B,0,0,28470
11949,86100,A,0,2,88970
11950,19900,C,2,2,23900
11951,46100,C,0,1,49420
11952,68400,B,2,2,71900
11953,49600,A,0,3,53220
11954,14000,C,0,3,18820
11955,75400,C,0,3,80220
11956,20700,B,0,3,25020
11957,58500,A,1,1,60550
11958,13700,B,1,2,17200
11959,79400,C,1,0,81900
11960,54800,A,0,1,56920
11961,81900,A,0,3,85520
11962,62200,C,2,0,64700
11963,60600,C,2,1,63850
11964,66000,B,0,0,68070
11965,52900,B,2,3,57150
11966,10200,A,0,0,11570
11967,64200,C,0,2,68270
11968,32800,A,0,2,35670
11969,60400,C,0,0,62970
11970,15100,B,1,2,18600
11971,76300,B,2,0,78300
11972,43900,C,1,3,48650
11973,74700,C,2,1,77950
11974,85800,B,1,3,90050
11975,74200,B,1,2,77700
11976,44100,B,1,3,48350
11977,21400,C,1,1,24650
11978,76600,C,1,1,79850
11979,50900,C,1,1,54150
11980,41100,B,1,2,44600
11981,83700,B,2,0,85700
11982,80600,C,0,2,84670
11983,61200,B,0,2,64770
11984,30200,A,2,2,33000
11985,51600,A,2,2,54400
11986,75400,B,1,2,78900
11987,70700,B,1,0,72700
11988,18300,C,2,1,21550
11989,44600,B,2,2,48100
11990,26000,C,1,1,29250
11991,46500,B,2,3,50750
11992,46700,A,1,3,50250
11993,48300,B,0,0,50370
11994,42100,A,2,3,45650
11995,19200,C,2,1,22450
11996,26700,B,1,1,29450
11997,49100,C,0,2,53170
11998,48800,C,0,3,53620
11999,59000,C,2,3,63750
12000,59100,B,2,2,62600
12001,70500,A,1,1,72550
12002,71700,C,0,3,76520
12003,30600,B,2,1,33350
12004,39800,B,2,0,41800
12005,34000,B,2,1,36750
12006,69100,A,2,0,70400
12007,27000,C,2,1,30250
12008,21000,B,0,2,24570
12009,74400,B,0,0,76470
12010,14600,C,1,0,17100
12011,86300,B,2,0,88300
12012,89500,C,0,0,92070
12013,71600,C,1,3,76350
12014,65800,C,2,2,69800
12015,55100,C,0,0,57670
12016,70000,A,1,0,71300
12017,10200,C,0,2,14270
12018,58000,B,1,0,60000
12019,14700,A,1,3,18250
12020,29100,B,2,2,32600
12021,26900,C,2,3,31650
12022,60200,A,2,1,62250
12023,86300,C,0,1,89620
12024,73600,C,0,0,76170
12025,21700,A,1,3,25250
12026,21500,B,0,2,25070
12027,74500,C,1,3,79250
12028,77900,C,2,0,80400
12029,14000,B,1,1,16750
12030,85000,C,0,2,89070
12031,20500,B,1,3,24750
12032,46400,A,1,0,47700
12033,26900,A,2,2,29700
12034,66500,C,1,0,69000
12035,42000,C,0,2,46070
12036,47100,C,0,2,51170
12037,59300,A,0,3,62920
12038,85300,A,2,0,86600
12039,74800,B,2,2,78300
12040,28600,B,0,0,30670
12041,21300,B,1,1,24050
12042,49000,B,2,1,51750
12043,36200,A,0,2,39070
12044,61900,C,2,2,65900
12045,82000,B,1,3,86250
12046,49400,B,1,3,53650
12047,45100,C,2,0,47600
12048,54000,C,2,0,56500
12049,72600,A,2,2,75400
12050,65500,A,0,1,67620
12051,59200,B,0,2,62770
12052,52300,B,1,0,54300
12053,71000,A,1,2,73800
12054,86400,B,0,2,89970
12055,70000,C,1,2,74000
12056,48500,C,2,0,51000
12057,67400,C,2,3,72150
12058,74800,C,2,0,77300
12059,44400,C,2,0,46900
12060,25100,B,1,3,29350
12061,21100,A,2,0,22400
12062,40100,A,0,3,43720
12063,46100,C,0,1,49420
12064,17100,B,0,3,21420
12065,15300,C,0,1,18620
12066,77400,B,1,2,80900
12067,14400,C,0,2,18470
12068,79100,B,1,1,81850
12069,10000,A,1,1,12050
12070,23700,A,2,3,27250
12071,53000,B,1,1,55750
12072,40800,A,1,3,44350
12073,81200,C,0,2,85270
12074,68100,B,0,0,70170
12075,48200,A,0,3,51820
12076,47300,B,1,0,49300
12077,45200,A,2,3,48750
12078,71300,C,2,1,74550
12079,67400,C,1,3,72150
12080,70000,A,0,3,73620
12081,76400,A,0,1,78520
12082,85300,B,0,0,87370
12083,79600,B,1,2,83100
12084,51600,C,2,1,54850
12085,27800,A,1,2,30600
12086,80200,A,1,0,81500
12087,43900,A,2,0,45200
12088,10500,B,1,2,14000
12089,54100,C,2,0,56600
12090,14900,B,2,0,16900
12091,47100,A,1,1,49150
12092,86700,A,1,0,88000
12093,47700,B,2,3,51950
12094,60300,C,0,1,63620
12095,75600,B,2,1,78350
12096,65500,B,1,1,68250
12097,40000,C,2,1,43250
12098,32200,B,2,3,36450
12099,87000,A,1,2,89800
12100,73200,A,2,3,76750
12101,37100,C,0,2,41170
12102,11500,A,1,1,13550
12103,22000,A,1,3,25550
12104,23800,C,1,2,27800
12105,19500,A,0,2,22370
12106,19400,B,0,1,22220
12107,63000,C,0,0,65570
12108,55700,B,0,3,60020
12109,79000,A,0,1,81120
12110,17500,C,1,2,21500
12111,23100,C,0,3,27920
12112,20500,A,2,2,23300
12113,42100,A,1,1,44150
12114,38200,C,2,2,42200
12115,12900,C,2,1,16150
12116,15900,A,2,3,19450
12117,71600,B,1,1,74350
12118,63200,B,1,2,66700
12119,27400,C,2,2,31400
12120,22900,C,2,3,27650
12121,45000,A,2,1,47050
12122,83900,A,0,2,86770
12123,15400,A,2,1,17450
12124,56200,C,0,0,58770
12125,88000,C,0,2,92070
12126,41300,B,2,1,44050
12127,67600,A,0,3,71220
12128,38000,C,2,3,42750
12129,42200,C,2,3,46950
12130,65400,C,2,3,70150
12131,67600,B,1,3,71850
12132,14800,B,1,2,18300
12133,34000,A,2,2,36800
12134,18400,A,2,0,19700
12135,33000,B,2,2,36500
12136,71000,B,1,3,75250
12137,71600,C,0,1,74920
12138,58700,A,0,1,60820
12139,56600,B,2,2,60100
12140,27400,B,1,2,30900
12141,58700,A,1,2,61500
12142,83100,B,2,1,85850
12143,46900,B,2,0,48900
12144,78400,C,2,3,83150
12145,30900,C,1,2,34900
12146,12700,C,2,1,15950
12147,28900,C,2,0,31400
12148,34500,C,1,1,37750
12149,10600,B,0,1,13420
12150,63200,A,0,0,64570
12151,70200,C,2,2,74200
12152,32000,B,0,2,35570
12153,32500,C,0,2,36570
12154,77900,C,0,0,80470
12155,64100,B,2,3,68350
12156,50800,B,2,3,55050
12157,66400,B,1,1,69150
12158,40700,B,2,1,43450
12159,16100,A,0,0,17470
12160,15700,C,1,1,18950
12161,53400,A,2,2,56200
12162,61700,B,1,2,65200
12163,77200,A,0,2,80070
12164,23500,B,0,0,25570
12165,89500,A,1,3,93050
12166,29500,C,0,3,34320
12167,29300,B,1,1,32050
12168,16700,B,1,2,20200
12169,41400,A,0,1,43520
12170,68700,C,0,3,73520
12171,71700,A,2,0,73000
12172,57700,A,1,0,59000
12173,62400,C,1,1,65650
12174,65800,A,2,1,67850
12175,30500,C,0,2,34570
12176,43700,C,2,1,46950
12177,55600,B,2,3,59850
12178,23600,C,1,3,28350
12179,46000,B,2,3,50250
12180,82500,C,2,2,86500
12181,75400,C,0,3,80220
12182,40400,A,2,1,42450
12183,55400,A,1,0,56700
12184,22800,B,2,0,24800
12185,84900,C,1,2,88900
12186,75500,B,0,2,79070
12187,70800,B,0,1,73620
12188,27900,C,0,3,32720
12189,85500,C,0,0,88070
12190,41900,B,2,2,45400
12191,20500,A,1,1,22550
12192,53200,C,2,2,57200
12193,36000,B,2,1,38750
12194,21900,C,0,3,26720
12195,79800,A,1,3,83350
12196,29300,B,1,3,33550
12197,52500,A,1,1,54550
12198,31300,C,2,0,33800
12199,23300,C,0,1,26620
12200,82100,C,0,3,86920
12201,82100,C,0,3,86920
12202,60100,B,1,3,64350
12203,58100,A,1,0,59400
12204,59100,A,1,2,61900
12205,12600,B,0,1,15420
12206,69000,B,0,1,71820
12207,14000,A,1,0,15300
12208,31000,B,1,3,35250
12209,88600,C,0,3,93420
12210,87000,A,2,3,90550
12211,79300,A,1,2,82100
12212,76200,A,1,2,79000
12213,10500,B,2,3,14750
12214,50200,A,2,0,51500
12215,78400,C,2,2,82400
12216,51100,C,1,0,53600
12217,12600,C,0,1,15920
12218,65000,A,2,2,67800
12219,85900,A,0,3,89520
12220,21900,C,0,1,25220
12221,75100,A,1,1,77150
12222,55300,B,1,3,59550
12223,86700,B,1,0,88700
12224,65400,A,0,0,66770
12225,25200,A,0,3,28820
12226,24000,A,2,1,26050
12227,44700,C,2,1,47950
12228,56300,B,1,2,59800
12229,50200,C,0,1,53520
12230,87500,B,2,3,91750
12231,69500,B,0,0,71570
12232,66700,A,1,1,68750
12233,48300,A,1,1,50350
12234,17800,B,2,3,22050
12235,76500,B,1,1,79250
12236,32800,C,1,3,37550
12237,21900,C,0,0,24470
12238,79600,C,1,3,84350
12239,42000,B,0,2,45570
12240,78700,B,2,1,81450
12241,27600,C,2,1,30850
12242,55500,C,2,2,59500
12243,16800,A,0,1,18920
12244,63900,A,1,0,65200
12245,70600,A,2,2,73400
12246,70600,C,0,1,73920
12247,49900,A,2,0,51200
12248,85600,B,1,1,88350
12249,67200,C,0,0,69770
12250,87200,C,0,1,90520
12251,39000,C,2,3,43750
12252,49800,A,2,2,52600
12253,64100,B,0,1,66920
12254,39000,A,0,1,41120
12255,69100,C,2,2,73100
12256,10100,C,1,1,13350
12257,59700,A,2,1,61750
12258,46700,A,2,2,49500
12259,81400,B,1,2,84900
12260,20500,C,1,0,23000
12261,45100,C,0,0,47670
12262,49800,A,2,1,51850
12263,70700,A,1,1,72750
12264,21900,C,0,3,26720
12265,68000,B,2,2,71500
12266,22100,C,0,3,26920
12267,71600,A,2,2,74400
12268,27400,C,2,3,32150
12269,78800,B,2,2,82300
12270,14100,B,1,3,18350
12271,17200,A,0,1,19320
12272,42800,B,0,1,45620
12273,59400,A,2,1,61450
12274,34700,C,2,0,37200
12275,53600,B,1,2,57100
12276,13500,A,2,1,15550
12277,11800,A,2,3,15350
12278,66400,C,0,1,69720
12279,86800,C,2,0,89300
12280,29700,A,2,3,33250
12281,14400,B,2,0,16400
12282,37500,C,2,3,42250
12283,70700,A,2,1,72750
12284,33400,C,2,0,35900
12285,87900,B,2,2,91400
12286,40700,A,2,1,42750
12287,27900,A,1,2,30700
12288,15700,A,2,0,17000
12289,22200,C,2,3,26950
12290,30800,C,1,2,34800
12291,52800,C,2,3,57550
12292,15600,B,1,3,19850
12293,19400,B,1,1,22150
12294,75300,A,2,0,76600
12295,71300,C,0,1,74620
12296,57000,B,2,3,61250
12297,16100,C,0,0,18670
12298,57300,A,2,0,58600
12299,86300,C,2,2,90300
12300,29800,A,2,1,31850
12301,68600,C,1,3,73350
12302,79800,A,1,3,83350
12303,62100,C,2,0,64600
12304,69900,A,1,1,71950
12305,64300,B,1,2,67800
12306,44200,B,1,0,46200
12307,12700,A,0,2,15570
12308,36700,B,0,3,41020
12309,34100,A,2,0,35400
12310,52800,A,2,3,56350
12311,66500,C,2,2,70500
12312,68500,B,0,3,72820
12313,29300,A,2,0,30600
12314,28200,B,2,0,30200
12315,45900,B,2,3,50150
12316,41600,A,1,2,44400
12317,84800,B,0,1,87620
12318,60600,B,2,0,62600
12319,75300,B,1,3,79550
12320,81700,B,0,2,85270
12321,10500,A,0,1,12620
12322,16300,A,1,1,18350
12323,65900,B,0,0,67970
12324,74600,C,2,2,78600
12325,62200,B,0,2,65770
12326,50200,A,2,2,53000
12327,77400,C,1,0,79900
12328,12100,B,0,1,14920
12329,39700,B,2,2,43200
12330,78000,C,2,1,81250
12331,48500,B,2,2,52000
12332,19200,B,2,0,21200
12333,44800,B,0,1,47620
12334,50400,A,0,2,53270
12335,86300,C,1,0,88800
12336,42400,B,0,0,44470
12337,31900,C,2,0,34400
12338,65200,A,1,0,66500
12339,45600,C,1,3,50350
12340,23700,C,1,0,26200
12341,36800,B,2,3,41050
12342,53400,B,0,2,56970
12343,52000,A,0,1,54120
12344,67400,B,1,0,69400
12345,67200,A,1,1,69250
12346,31200,A,2,3,34750
12347,44000,B,2,2,47500
12348,12500,A,2,0,13800
12349,48300,A,1,3,51850
12350,10300,C,0,1,13620
12351,59200,A,0,1,61320
12352,50700,A,1,0,52000
12353,63700,C,1,0,66200
12354,42900,C,1,3,47650
12355,45800,B,2,2,49300
12356,25200,B,0,0,27270
12357,72800,B,1,0,74800
12358,43000,B,1,1,45750
12359,42600,C,2,2,46600
12360,25300,A,0,0,26670
12361,42600,A,0,0,43970
12362,79000,A,0,0,80370
12363,31000,B,1,3,35250
12364,61900,C,1,0,64400
12365,10200,C,1,3,14950
12366,31300,B,1,3,35550
12367,30500,B,2,1,33250
12368,31300,C,1,2,35300
12369,80300,A,2,2,83100
12370,40100,A,1,2,42900
12371,23500,A,1,2,26300
12372,27700,B,0,3,32020
12373,73100,C,1,3,77850
12374,19400,B,1,2,22900
12375,20100,A,2,3,23650
12376,27000,C,0,1,30320
12377,87000,B,0,3,91320
12378,58100,C,0,0,60670
12379,53500,B,1,2,57000
12380,24400,C,1,0,26900
12381,70900,C,1,3,75650
12382,35300,C,0,0,37870
12383,38800,A,1,2,41600
12384,61700,C,0,1,65020
12385,37400,C,1,3,42150
12386,65600,B,2,2,69100
12387,67500,A,1,3,71050
12388,75100,C,0,2,79170
12389,28700,C,2,0,31200
12390,21700,B,2,2,25200
12391,87700,B,2,3,91950
12392,19500,B,0,1,22320
12393,78500,A,0,1,80620
12394,31500,A,2,0,32800
12395,12200,A,1,0,13500
12396,14900,B,1,1,17650
12397,22000,A,2,0,23300
12398,79500,B,0,3,83820
12399,72400,A,1,0,73700
12400,11200,C,2,2,15200
12401,49100,B,0,1,51920
12402,22100,A,0,1,24220
12403,74400,C,0,2,78470
12404,57000,A,2,3,60550
12405,84900,A,2,2,87700
